seed,criterion,alternative_id,active,v
21001,C1,A1,True,0.6000000000000001
21001,C1,A2,True,-0.19999999999999996
21001,C1,A3,True,1.0
21001,C1,A4,True,-1.0
21001,C1,A5,True,-0.6
21001,C1,A6,True,0.20000000000000018
21001,C2,A1,True,-0.6
21001,C2,A2,True,-1.0
21001,C2,A3,True,1.0
21001,C2,A4,True,-0.19999999999999996
21001,C2,A5,True,0.20000000000000018
21001,C2,A6,True,0.6000000000000001
21001,C3,A1,True,-1.0
21001,C3,A2,True,0.5
21001,C3,A3,True,1.0
21001,C3,A4,True,-0.5
21001,C3,A5,False,
21001,C3,A6,True,0.0
21001,C4,A1,True,0.20000000000000018
21001,C4,A2,True,-0.19999999999999996
21001,C4,A3,True,1.0
21001,C4,A4,True,0.6000000000000001
21001,C4,A5,True,-1.0
21001,C4,A6,True,-0.6
21001,C5,A1,True,-1.0
21001,C5,A2,False,
21001,C5,A3,True,0.0
21001,C5,A4,True,0.5
21001,C5,A5,True,1.0
21001,C5,A6,True,-0.5
21001,C6,A1,True,0.6000000000000001
21001,C6,A2,True,1.0
21001,C6,A3,True,0.20000000000000018
21001,C6,A4,True,-0.19999999999999996
21001,C6,A5,True,-0.6
21001,C6,A6,True,-1.0
21001,C7,A1,True,0.6000000000000001
21001,C7,A2,True,-0.6
21001,C7,A3,True,-1.0
21001,C7,A4,True,-0.19999999999999996
21001,C7,A5,True,1.0
21001,C7,A6,True,0.20000000000000018
21002,C1,A1,True,1.0
21002,C1,A2,True,-0.19999999999999996
21002,C1,A3,True,-0.6
21002,C1,A4,True,0.6000000000000001
21002,C1,A5,True,0.20000000000000018
21002,C1,A6,True,-1.0
21002,C2,A1,True,-1.0
21002,C2,A2,True,0.6000000000000001
21002,C2,A3,True,-0.6
21002,C2,A4,True,-0.19999999999999996
21002,C2,A5,True,0.20000000000000018
21002,C2,A6,True,1.0
21002,C3,A1,True,0.5
21002,C3,A2,True,1.0
21002,C3,A3,True,0.0
21002,C3,A4,True,-1.0
21002,C3,A5,False,
21002,C3,A6,True,-0.5
21002,C4,A1,True,0.6000000000000001
21002,C4,A2,True,-0.6
21002,C4,A3,True,-1.0
21002,C4,A4,True,0.20000000000000018
21002,C4,A5,True,1.0
21002,C4,A6,True,-0.19999999999999996
21002,C5,A1,True,0.5
21002,C5,A2,False,
21002,C5,A3,True,-1.0
21002,C5,A4,True,1.0
21002,C5,A5,True,0.0
21002,C5,A6,True,-0.5
21002,C6,A1,True,-0.19999999999999996
21002,C6,A2,True,1.0
21002,C6,A3,True,-0.6
21002,C6,A4,True,-1.0
21002,C6,A5,True,0.6000000000000001
21002,C6,A6,True,0.20000000000000018
21002,C7,A1,True,-0.6
21002,C7,A2,True,-0.19999999999999996
21002,C7,A3,True,0.6000000000000001
21002,C7,A4,True,0.20000000000000018
21002,C7,A5,True,1.0
21002,C7,A6,True,-1.0
21003,C1,A1,True,0.20000000000000018
21003,C1,A2,True,0.6000000000000001
21003,C1,A3,True,-1.0
21003,C1,A4,True,1.0
21003,C1,A5,True,-0.19999999999999996
21003,C1,A6,True,-0.6
21003,C2,A1,True,-1.0
21003,C2,A2,True,0.6000000000000001
21003,C2,A3,True,0.20000000000000018
21003,C2,A4,True,-0.6
21003,C2,A5,True,1.0
21003,C2,A6,True,-0.19999999999999996
21003,C3,A1,True,0.5
21003,C3,A2,True,-0.5
21003,C3,A3,True,0.0
21003,C3,A4,True,1.0
21003,C3,A5,False,
21003,C3,A6,True,-1.0
21003,C4,A1,True,1.0
21003,C4,A2,True,-1.0
21003,C4,A3,True,0.6000000000000001
21003,C4,A4,True,-0.19999999999999996
21003,C4,A5,True,0.20000000000000018
21003,C4,A6,True,-0.6
21003,C5,A1,True,0.5
21003,C5,A2,False,
21003,C5,A3,True,-0.5
21003,C5,A4,True,1.0
21003,C5,A5,True,0.0
21003,C5,A6,True,-1.0
21003,C6,A1,True,-0.19999999999999996
21003,C6,A2,True,0.20000000000000018
21003,C6,A3,True,-1.0
21003,C6,A4,True,1.0
21003,C6,A5,True,0.6000000000000001
21003,C6,A6,True,-0.6
21003,C7,A1,True,-1.0
21003,C7,A2,True,0.6000000000000001
21003,C7,A3,True,1.0
21003,C7,A4,True,0.20000000000000018
21003,C7,A5,True,-0.19999999999999996
21003,C7,A6,True,-0.6
21004,C1,A1,True,0.6000000000000001
21004,C1,A2,True,1.0
21004,C1,A3,True,0.20000000000000018
21004,C1,A4,True,-0.6
21004,C1,A5,True,-1.0
21004,C1,A6,True,-0.19999999999999996
21004,C2,A1,True,0.6000000000000001
21004,C2,A2,True,-0.6
21004,C2,A3,True,0.20000000000000018
21004,C2,A4,True,1.0
21004,C2,A5,True,-1.0
21004,C2,A6,True,-0.19999999999999996
21004,C3,A1,True,-1.0
21004,C3,A2,True,-0.5
21004,C3,A3,True,0.5
21004,C3,A4,True,0.0
21004,C3,A5,False,
21004,C3,A6,True,1.0
21004,C4,A1,True,0.6000000000000001
21004,C4,A2,True,-0.19999999999999996
21004,C4,A3,True,-1.0
21004,C4,A4,True,1.0
21004,C4,A5,True,-0.6
21004,C4,A6,True,0.20000000000000018
21004,C5,A1,True,1.0
21004,C5,A2,False,
21004,C5,A3,True,-0.5
21004,C5,A4,True,0.0
21004,C5,A5,True,-1.0
21004,C5,A6,True,0.5
21004,C6,A1,True,-0.6
21004,C6,A2,True,0.6000000000000001
21004,C6,A3,True,0.20000000000000018
21004,C6,A4,True,-0.19999999999999996
21004,C6,A5,True,-1.0
21004,C6,A6,True,1.0
21004,C7,A1,True,1.0
21004,C7,A2,True,-0.6
21004,C7,A3,True,0.20000000000000018
21004,C7,A4,True,0.6000000000000001
21004,C7,A5,True,-1.0
21004,C7,A6,True,-0.19999999999999996
21005,C1,A1,True,1.0
21005,C1,A2,True,0.20000000000000018
21005,C1,A3,True,0.6000000000000001
21005,C1,A4,True,-0.6
21005,C1,A5,True,-0.19999999999999996
21005,C1,A6,True,-1.0
21005,C2,A1,True,0.20000000000000018
21005,C2,A2,True,0.6000000000000001
21005,C2,A3,True,-0.6
21005,C2,A4,True,-0.19999999999999996
21005,C2,A5,True,1.0
21005,C2,A6,True,-1.0
21005,C3,A1,True,-1.0
21005,C3,A2,True,0.5
21005,C3,A3,True,0.0
21005,C3,A4,True,1.0
21005,C3,A5,False,
21005,C3,A6,True,-0.5
21005,C4,A1,True,-1.0
21005,C4,A2,True,0.6000000000000001
21005,C4,A3,True,-0.19999999999999996
21005,C4,A4,True,-0.6
21005,C4,A5,True,1.0
21005,C4,A6,True,0.20000000000000018
21005,C5,A1,True,-1.0
21005,C5,A2,False,
21005,C5,A3,True,1.0
21005,C5,A4,True,0.5
21005,C5,A5,True,0.0
21005,C5,A6,True,-0.5
21005,C6,A1,True,0.6000000000000001
21005,C6,A2,True,-1.0
21005,C6,A3,True,-0.19999999999999996
21005,C6,A4,True,0.20000000000000018
21005,C6,A5,True,-0.6
21005,C6,A6,True,1.0
21005,C7,A1,True,-1.0
21005,C7,A2,True,1.0
21005,C7,A3,True,0.6000000000000001
21005,C7,A4,True,-0.19999999999999996
21005,C7,A5,True,0.20000000000000018
21005,C7,A6,True,-0.6
