seed,criterion,alternative_id,active,v
27001,C1,A1,True,-1.0
27001,C1,A2,True,0.6000000000000001
27001,C1,A3,True,-0.19999999999999996
27001,C1,A4,True,0.20000000000000018
27001,C1,A5,True,-0.6
27001,C1,A6,True,1.0
27001,C2,A1,True,1.0
27001,C2,A2,True,-0.6
27001,C2,A3,True,0.6000000000000001
27001,C2,A4,True,0.20000000000000018
27001,C2,A5,True,-1.0
27001,C2,A6,True,-0.19999999999999996
27001,C3,A1,True,-1.0
27001,C3,A2,True,0.0
27001,C3,A3,True,1.0
27001,C3,A4,True,-0.5
27001,C3,A5,False,
27001,C3,A6,True,0.5
27001,C4,A1,True,1.0
27001,C4,A2,True,-0.19999999999999996
27001,C4,A3,True,0.6000000000000001
27001,C4,A4,True,-1.0
27001,C4,A5,True,0.20000000000000018
27001,C4,A6,True,-0.6
27001,C5,A1,True,1.0
27001,C5,A2,False,
27001,C5,A3,True,-1.0
27001,C5,A4,True,-0.5
27001,C5,A5,True,0.5
27001,C5,A6,True,0.0
27001,C6,A1,True,0.20000000000000018
27001,C6,A2,True,1.0
27001,C6,A3,True,-0.19999999999999996
27001,C6,A4,True,0.6000000000000001
27001,C6,A5,True,-0.6
27001,C6,A6,True,-1.0
27001,C7,A1,True,-1.0
27001,C7,A2,True,0.6000000000000001
27001,C7,A3,True,1.0
27001,C7,A4,True,-0.19999999999999996
27001,C7,A5,True,0.20000000000000018
27001,C7,A6,True,-0.6
27002,C1,A1,True,0.20000000000000018
27002,C1,A2,True,0.6000000000000001
27002,C1,A3,True,-0.6
27002,C1,A4,True,1.0
27002,C1,A5,True,-0.19999999999999996
27002,C1,A6,True,-1.0
27002,C2,A1,True,-1.0
27002,C2,A2,True,-0.6
27002,C2,A3,True,-0.19999999999999996
27002,C2,A4,True,0.6000000000000001
27002,C2,A5,True,1.0
27002,C2,A6,True,0.20000000000000018
27002,C3,A1,True,-0.5
27002,C3,A2,True,0.0
27002,C3,A3,True,1.0
27002,C3,A4,True,0.5
27002,C3,A5,False,
27002,C3,A6,True,-1.0
27002,C4,A1,True,-0.6
27002,C4,A2,True,0.20000000000000018
27002,C4,A3,True,0.6000000000000001
27002,C4,A4,True,-0.19999999999999996
27002,C4,A5,True,-1.0
27002,C4,A6,True,1.0
27002,C5,A1,True,-0.5
27002,C5,A2,False,
27002,C5,A3,True,0.0
27002,C5,A4,True,1.0
27002,C5,A5,True,0.5
27002,C5,A6,True,-1.0
27002,C6,A1,True,-0.6
27002,C6,A2,True,0.20000000000000018
27002,C6,A3,True,0.6000000000000001
27002,C6,A4,True,-1.0
27002,C6,A5,True,1.0
27002,C6,A6,True,-0.19999999999999996
27002,C7,A1,True,-0.19999999999999996
27002,C7,A2,True,0.6000000000000001
27002,C7,A3,True,-1.0
27002,C7,A4,True,1.0
27002,C7,A5,True,0.20000000000000018
27002,C7,A6,True,-0.6
27003,C1,A1,True,1.0
27003,C1,A2,True,-1.0
27003,C1,A3,True,0.6000000000000001
27003,C1,A4,True,0.20000000000000018
27003,C1,A5,True,-0.19999999999999996
27003,C1,A6,True,-0.6
27003,C2,A1,True,0.20000000000000018
27003,C2,A2,True,-0.6
27003,C2,A3,True,1.0
27003,C2,A4,True,0.6000000000000001
27003,C2,A5,True,-0.19999999999999996
27003,C2,A6,True,-1.0
27003,C3,A1,True,-1.0
27003,C3,A2,True,1.0
27003,C3,A3,True,0.5
27003,C3,A4,True,-0.5
27003,C3,A5,False,
27003,C3,A6,True,0.0
27003,C4,A1,True,1.0
27003,C4,A2,True,-0.6
27003,C4,A3,True,-1.0
27003,C4,A4,True,0.6000000000000001
27003,C4,A5,True,0.20000000000000018
27003,C4,A6,True,-0.19999999999999996
27003,C5,A1,True,0.5
